run_id,dataset,query_idx,user_input,faithfulness,answer_relevancy,context_utilization,cpac_plan_quality,evidence_uncertainty
vector_only_sample_0,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.409175194674286,0.8647990101094661,1.0,3.6088135893588777,4.058146393737407
vector_only_sample_1,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.5567043310578313,0.7352808946428503,0.66594573915364,3.2753381160878465,2.9481433712059895
vector_only_sample_2,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.7609953767859208,0.759330007963396,0.7823205084531615,2.7487853516333507,3.684523473100606
vector_only_sample_3,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.6349967809011962,0.734414368028214,0.6721157882870487,4.121434135675601,3.944393952187747
vector_only_sample_4,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.4985519495089403,0.8504566244548863,0.5398878065307064,3.146563164981881,4.076951316534237
vector_only_sample_5,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.6708623617030914,0.6145848900361303,0.5776740666200899,3.3907176799495384,3.306459074204632
vector_only_sample_6,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.6787620024010361,0.7809518657551232,0.6798151085253977,3.758267248496168,2.971293917464213
vector_only_sample_7,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.45461983369728165,0.7111183810426063,0.5256665870044395,3.8741445592071817,3.1510642885866114
vector_only_sample_8,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.8422856890012415,0.6613604961924742,0.6820951186285358,3.6577569046336884,3.0282208665412753
vector_only_sample_9,adhd200,2,"CPAC v1.8.7, ADHD-200: some sites show strong intensity non-uniformity due to coil/scanner differences; within anatomical_preproc, which bias-field correction settings most improve cross-site robustness and what evidence-backed recommended ranges can be stated?",0.6733171042711456,0.8594498043369164,0.8290166448218473,3.1918704296571825,3.6486756550573496
