run_id,dataset,query_idx,user_input,faithfulness,answer_relevancy,context_utilization,cpac_plan_quality,evidence_uncertainty
fusion_0.7_0.3_sample_0,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.7605786448068743,1.0,0.9811258936943082,5.0,3.4738004071196693
fusion_0.7_0.3_sample_1,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.7554402535831833,0.9316999345431303,0.6765265731054155,4.375742064908462,4.9186546419497095
fusion_0.7_0.3_sample_2,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.9618686101380708,0.8673703201212105,1.0,4.673874866463496,4.884434606835088
fusion_0.7_0.3_sample_3,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",1.0,0.8901103968290144,0.8308328691158208,5.0,5.0
fusion_0.7_0.3_sample_4,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.7546533083456486,0.8399694147639587,0.8093944756886293,4.951623440756911,3.5561559133757656
fusion_0.7_0.3_sample_5,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.7888946138002327,0.9134218921248225,0.6372549636777036,3.899271907990634,4.094259612872141
fusion_0.7_0.3_sample_6,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",1.0,0.8588296903042933,1.0,5.0,4.458852901357642
fusion_0.7_0.3_sample_7,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.8010985684996695,0.911531985577675,0.7710615301700321,4.933889704257556,4.9961596442133995
fusion_0.7_0.3_sample_8,adhd200,0,"CPAC v1.8.7, dataset=ADHD-200 (8 sites, children/adolescents, heterogeneous scanners/protocols, T1w resolution varies ~1.0–1.2mm, some sites have low T1 contrast): within anatomical_preproc, how should brain extraction and bias-field correction be configured for cross-site robustness (parameter-table recommended)?",0.7431499720348467,0.9238745042746175,0.930001809540594,4.48619320135088,3.9825196364132696
fusion_0.7_0.3_sample_9,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",0.9495572917154846,1.0,0.8676140882318885,5.0,4.987059913025516
fusion_0.7_0.3_sample_10,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.7599935794626759,0.949480803411881,0.6772197158541534,5.0,5.0
fusion_0.7_0.3_sample_11,ds002748,0,"CPAC v1.8.7, dataset=OpenNeuro ds002748 (single-site, BIDS-compliant, adult MDD/HC, T1w 1mm isotropic, no T2), rs-fMRI eyes-closed: in anatomical_preproc, what are the recommended configurations for brain extraction, bias-field correction, and spatial normalization, and what are the key failure modes for each choice?",0.8048460339809207,0.999340773269482,0.6955637519311362,4.772087555801627,4.265904928290944
fusion_0.7_0.3_sample_12,ds002748,2,"CPAC v1.8.7, ds002748: T1w has mild motion blur; skull-stripping intermittently removes frontal cortex or leaves skull; within anatomical_preproc, which specific options/parameters should be adjusted first to stabilize brain extraction (actionable parameter-level recommendations)?",0.8189452232256984,0.8522018796149508,0.9894668488235081,5.0,3.8540581095470805
fusion_0.7_0.3_sample_13,ds002748,1,"CPAC v1.8.7, ds002748: T1w shows mild intensity non-uniformity (bias field) and slightly low GM/WM contrast; in anatomical_preproc, how should bias-field correction and intensity normalization be configured for robustness, and which parameters are most likely to cause downstream segmentation/registration drift?",0.802981965594352,0.91462544424994,0.6444388974363094,5.0,5.0
fusion_0.7_0.3_sample_14,adhd200,1,"CPAC v1.8.7, ADHD-200: pediatric brains differ in size and CSF proportions; within anatomical_preproc, what systematic biases can arise from adult templates/priors and how should template/parameter choices be adapted locally to this module?",1.0,0.8639881952760246,0.8790905147646,5.0,4.386273605875275
